CustomerID,OrderCount,LastPurchaseDate,Sales,DaySinceLastOrder
50077,2,4/28/15,$250.00 ,0
50078,1,2012/12/15,$72.00 ,7
50079,2,9/19/15,$54.00 ,0
50080,3,6/25/15,$114.00 ,7
50081,1,1/19/15,$231.00 ,0
50082,1,6/17/15,$140.00 ,9
50083,2,2004/11/15,$211.00 ,2
50084,1,2006/3/15,$117.00 ,7
50085,1,5/23/15,$118.00 ,2
50086,1,6/29/15,$250.00 ,3
50087,9,3/28/15,$72.00 ,8
50088,5,2005/12/15,$54.00 ,8
50089,1,3/24/15,$114.00 ,7
50090,4,12/28/15,$231.00 ,
50092,1,2009/7/15,$211.00 ,4
50093,,11/25/15,$117.00 ,0
50094,1,2007/4/15,$118.00 ,1
50095,1,7/31/15,$250.00 ,5
50096,12,2004/10/15,$72.00 ,8
50097,1,1/24/15,$54.00 ,5
50098,3,2003/5/15,$114.00 ,7
50099,1,2/15/15,$231.00 ,1
50100,1,2008/6/15,$140.00 ,
50102,5,2/24/15,$117.00 ,13
50103,1,7/22/15,$118.00 ,4
50104,1,2004/6/15,$250.00 ,0
50105,5,2003/8/15,$72.00 ,8
50106,4,9/22/15,$54.00 ,1
50107,1,2011/1/15,$114.00 ,8
50108,1,2007/5/15,$231.00 ,1
50109,2,4/25/15,$140.00 ,2
50110,11,8/27/15,$211.00 ,15
50112,2,2002/10/15,$118.00 ,2
50113,1,2011/4/15,$250.00 ,6
50114,1,11/22/15,$72.00 ,4
50115,,10/15/15,$54.00 ,9
50116,1,2006/7/15,$114.00 ,7
50117,15,12/25/15,$231.00 ,12
50118,1,8/16/15,$140.00 ,2
50119,1,2007/9/15,$211.00 ,2
50120,1,2006/8/15,$117.00 ,2
50122,2,6/26/15,$250.00 ,2
50123,1,10/13/15,$72.00 ,0
50124,4,1/27/15,$54.00 ,7
50125,1,8/31/15,$114.00 ,7
50126,,7/22/15,$231.00 ,2
50127,1,2003/8/15,$140.00 ,2
50128,5,2009/5/15,$211.00 ,9
50129,1,10/22/15,$117.00 ,2
50130,1,3/18/15,$118.00 ,2
50131,1,10/30/15,$250.00 ,0
50132,11,2008/12/15,$72.00 ,
50133,1,10/13/15,$54.00 ,5
50134,1,8/13/15,$114.00 ,2
50135,1,10/22/15,$231.00 ,2
50136,1,7/30/15,$140.00 ,2
50137,7,10/14/15,$211.00 ,8
50138,3,2010/10/15,$117.00 ,9
50139,1,2001/8/15,$118.00 ,0
50140,1,6/26/15,$250.00 ,4
50141,1,2011/11/15,$72.00 ,3
50142,7,2011/1/15,$54.00 ,5
50143,1,3/23/15,$114.00 ,4
50145,7,12/19/15,$140.00 ,7
50146,1,9/27/15,$211.00 ,0
50147,1,8/23/15,$117.00 ,0
50148,7,12/18/15,$118.00 ,8
50149,1,2002/7/15,$250.00 ,5
50150,,8/29/15,$72.00 ,10
50152,10,1/25/15,$114.00 ,11
50153,4,10/13/15,$231.00 ,13
50154,9,2010/2/15,$140.00 ,
50155,1,7/25/15,$211.00 ,4
50156,1,3/24/15,$117.00 ,1
50157,1,2007/3/15,$118.00 ,0
50158,,7/24/15,$250.00 ,2
50159,6,8/31/15,$72.00 ,
50160,7,3/14/15,$54.00 ,7
50161,1,2004/9/15,$114.00 ,4
50162,1,2/23/15,$231.00 ,6
50163,1,2010/7/15,$140.00 ,3
50164,11,5/24/15,$211.00 ,6
50165,1,2006/10/15,$117.00 ,9
50166,1,9/26/15,$118.00 ,8
50167,3,5/17/15,$250.00 ,3
50168,5,10/19/15,$72.00 ,7
50169,1,2009/8/15,$54.00 ,0
50170,1,12/16/15,$114.00 ,2
50172,1,2001/1/15,$140.00 ,2
50173,1,2/19/15,$211.00 ,2
50174,1,9/15/15,$117.00 ,2
50175,7,2/14/15,$118.00 ,7
50177,2,2003/8/15,$72.00 ,2
50178,7,12/17/15,$54.00 ,4
50179,1,10/13/15,$114.00 ,2
50180,,3/23/15,$231.00 ,8
50181,1,7/20/15,$140.00 ,0
50182,6,2012/6/15,$211.00 ,9
50183,1,1/21/15,$117.00 ,0
50184,1,2004/5/15,$118.00 ,2
50185,,2003/11/15,$250.00 ,4
50186,1,2011/12/15,$72.00 ,0
50187,1,5/21/15,$54.00 ,7
50188,7,2008/11/15,$114.00 ,7
50189,3,9/24/15,$231.00 ,7
50190,1,2009/12/15,$140.00 ,8
50191,4,5/21/15,$211.00 ,8
50193,1,2007/8/15,$118.00 ,
50194,1,6/14/15,$250.00 ,2
50195,1,2001/5/15,$72.00 ,3
50196,1,2007/12/15,$54.00 ,0
50197,9,2007/8/15,$114.00 ,11
50198,2,5/13/15,$231.00 ,2
50199,8,4/27/15,$140.00 ,
50200,11,2012/9/15,$211.00 ,10
50201,1,2007/9/15,$117.00 ,7
50202,,11/16/15,$118.00 ,7
50203,7,10/16/15,$250.00 ,7
50204,1,2010/5/15,$72.00 ,2
50205,11,2004/6/15,$54.00 ,9
50206,1,2004/3/15,$114.00 ,4
50207,1,5/17/15,$231.00 ,7
50208,1,5/22/15,$140.00 ,7
50209,2,2005/1/15,$211.00 ,2
50210,1,6/18/15,$117.00 ,9
50211,8,11/16/15,$118.00 ,9
50212,13,2009/2/15,$250.00 ,3
50213,1,12/31/15,$72.00 ,0
50214,1,11/19/15,$54.00 ,1
50215,1,10/22/15,$114.00 ,1
50216,1,1/24/15,$231.00 ,0
50217,1,2011/11/15,$140.00 ,4
50218,1,2002/7/15,$211.00 ,3
50219,1,9/21/15,$117.00 ,0
50220,9,2006/6/15,$118.00 ,8
50221,1,8/18/15,$250.00 ,2
50222,1,2005/6/15,$72.00 ,7
50223,2,7/26/15,$54.00 ,2
50225,1,2/25/15,$231.00 ,2
50226,1,1/23/15,$140.00 ,7
50227,1,5/28/15,$211.00 ,4
50228,2,2008/11/15,$117.00 ,
50229,4,10/17/15,$118.00 ,10
50230,1,2005/12/15,$250.00 ,7
50231,1,2/25/15,$72.00 ,13
50232,1,2002/11/15,$54.00 ,2
50233,1,7/17/15,$114.00 ,2
50234,1,9/20/15,$231.00 ,0
50235,,2006/5/15,$140.00 ,0
50236,1,1/27/15,$211.00 ,2
50237,1,9/16/15,$117.00 ,0
50238,1,9/22/15,$118.00 ,7
50239,1,7/17/15,$250.00 ,
50240,6,4/27/15,$72.00 ,7
50241,2,8/19/15,$54.00 ,2
50242,7,2012/3/15,$114.00 ,7
50243,1,2008/5/15,$231.00 ,0
50244,1,1/28/15,$140.00 ,2
50245,1,3/26/15,$211.00 ,0
50246,1,2010/4/15,$117.00 ,12
50247,1,1/23/15,$118.00 ,2
50248,1,9/16/15,$250.00 ,7
50249,2,3/16/15,$72.00 ,2
50250,1,1/30/15,$54.00 ,0
50251,1,2001/2/15,$114.00 ,3
50252,1,11/24/15,$231.00 ,0
50253,7,2005/2/15,$140.00 ,7
50254,1,4/23/15,$211.00 ,3
50255,1,2003/6/15,$117.00 ,0
50256,2,10/16/15,$118.00 ,2
50257,1,2007/6/15,$250.00 ,0
50258,1,6/28/15,$72.00 ,2
50259,1,6/15/15,$54.00 ,0
50260,1,2006/8/15,$114.00 ,4
50261,1,10/26/15,$231.00 ,7
50262,1,2009/6/15,$140.00 ,0
50263,1,3/26/15,$211.00 ,7
50264,2,1/24/15,$117.00 ,2
50265,1,2/13/15,$118.00 ,4
50267,1,9/15/15,$72.00 ,2
50268,1,10/31/15,$54.00 ,3
50269,1,12/13/15,$114.00 ,0
50270,1,12/31/15,$231.00 ,4
50271,1,2006/1/15,$140.00 ,2
50272,9,9/24/15,$211.00 ,0
50273,1,8/21/15,$117.00 ,0
50274,12,2003/2/15,$118.00 ,17
50275,1,2003/5/15,$250.00 ,3
50276,1,2008/2/15,$72.00 ,2
50278,1,1/31/15,$114.00 ,1
50279,,2/25/15,$231.00 ,9
50280,1,7/30/15,$140.00 ,0
50281,1,2011/6/15,$211.00 ,2
50282,1,2004/1/15,$117.00 ,2
50283,3,2012/10/15,$118.00 ,12
50284,1,12/15/15,$250.00 ,2
50285,1,10/21/15,$72.00 ,2
50286,1,10/25/15,$54.00 ,3
50287,10,2002/7/15,$114.00 ,7
50288,3,2/17/15,$231.00 ,2
50289,1,3/23/15,$140.00 ,6
50290,,2/15/15,$211.00 ,7
50291,4,8/31/15,$117.00 ,4
50292,1,2006/10/15,$118.00 ,7
50293,1,4/16/15,$250.00 ,8
50294,1,2006/11/15,$72.00 ,2
50295,1,11/19/15,$54.00 ,4
50296,1,9/30/15,$114.00 ,2
50297,1,2004/7/15,$231.00 ,4
50298,1,10/26/15,$140.00 ,2
50299,1,9/22/15,$211.00 ,2
50301,11,2/18/15,$118.00 ,10
50302,1,2003/10/15,$250.00 ,8
50303,1,7/20/15,$72.00 ,4
50304,1,8/16/15,$54.00 ,4
50305,1,2007/6/15,$114.00 ,0
50306,1,2005/7/15,$231.00 ,0
50307,1,2005/2/15,$140.00 ,12
50308,1,11/30/15,$211.00 ,2
50309,1,2004/7/15,$117.00 ,4
50310,1,6/19/15,$118.00 ,
50312,1,10/25/15,$72.00 ,1
50313,1,5/29/15,$54.00 ,0
50314,7,9/13/15,$114.00 ,8
50315,,2003/8/15,$231.00 ,0
50316,15,10/30/15,$140.00 ,7
50317,6,12/19/15,$211.00 ,7
50318,13,2003/7/15,$117.00 ,11
50319,1,4/18/15,$118.00 ,4
50320,1,7/13/15,$250.00 ,1
50321,4,2011/6/15,$72.00 ,3
50322,1,4/21/15,$54.00 ,0
50323,5,10/13/15,$114.00 ,7
50325,1,6/14/15,$140.00 ,2
50326,1,8/17/15,$211.00 ,8
50327,,2009/7/15,$117.00 ,7
50328,1,2004/7/15,$118.00 ,3
50329,1,7/25/15,$250.00 ,2
50330,1,2010/1/15,$72.00 ,0
50331,1,2005/5/15,$54.00 ,0
50332,1,7/20/15,$114.00 ,2
50333,2,8/29/15,$231.00 ,0
50334,9,4/13/15,$140.00 ,7
50335,1,2005/7/15,$211.00 ,2
50336,6,2011/12/15,$117.00 ,7
50337,7,9/25/15,$118.00 ,7
50338,1,12/29/15,$250.00 ,10
50339,6,8/31/15,$72.00 ,9
50340,,8/31/15,$54.00 ,13
50341,1,8/16/15,$114.00 ,7
50342,1,6/18/15,$231.00 ,5
50343,5,3/16/15,$140.00 ,8
50344,3,7/26/15,$211.00 ,7
50345,1,9/21/15,$117.00 ,0
50346,1,2002/3/15,$118.00 ,2
50347,1,2003/3/15,$250.00 ,5
50348,1,2001/4/15,$72.00 ,
50349,1,3/27/15,$54.00 ,0
50350,1,5/14/15,$114.00 ,
50351,1,4/17/15,$231.00 ,7
50352,1,7/19/15,$140.00 ,0
50353,1,4/22/15,$211.00 ,3
50354,5,12/17/15,$117.00 ,7
50355,1,2/20/15,$118.00 ,0
50356,1,2004/8/15,$250.00 ,2
50357,1,1/31/15,$72.00 ,2
50358,11,6/26/15,$54.00 ,8
50359,7,11/17/15,$114.00 ,7
50360,6,6/20/15,$231.00 ,9
50361,1,2002/5/15,$140.00 ,2
50362,2,1/14/15,$211.00 ,1
50363,1,2001/2/15,$117.00 ,0
50364,4,1/31/15,$118.00 ,3
50365,1,2004/4/15,$250.00 ,9
50366,1,2003/1/15,$72.00 ,4
50367,1,1/13/15,$54.00 ,4
50369,1,7/24/15,$231.00 ,0
50370,10,8/17/15,$140.00 ,7
50371,1,11/21/15,$211.00 ,6
50372,1,2009/2/15,$117.00 ,2
50373,1,3/13/15,$118.00 ,0
50374,1,10/21/15,$250.00 ,3
50375,1,9/23/15,$72.00 ,2
50376,1,10/21/15,$54.00 ,2
50377,5,2007/2/15,$114.00 ,7
50378,1,9/20/15,$231.00 ,3
50379,1,2001/3/15,$140.00 ,0
50380,1,2008/12/15,$211.00 ,0
50381,2,11/19/15,$117.00 ,2
50382,1,3/18/15,$118.00 ,0
50383,1,1/19/15,$250.00 ,0
50384,4,2005/12/15,$72.00 ,7
50385,,12/26/15,$54.00 ,2
50386,1,5/22/15,$114.00 ,2
50387,1,7/23/15,$231.00 ,6
50388,1,4/17/15,$140.00 ,2
50389,1,2/13/15,$211.00 ,2
50390,1,6/26/15,$117.00 ,1
50391,2,5/24/15,$118.00 ,2
50392,1,2007/7/15,$250.00 ,2
50393,1,1/29/15,$72.00 ,5
50394,1,1/29/15,$54.00 ,0
50395,8,8/22/15,$114.00 ,10
50396,8,10/22/15,$231.00 ,8
50397,1,2001/10/15,$140.00 ,0
50398,1,2006/6/15,$211.00 ,2
50399,7,10/14/15,$117.00 ,8
50400,1,7/26/15,$118.00 ,2
50401,11,7/21/15,$250.00 ,8
50402,4,2003/1/15,$72.00 ,7
50403,7,1/17/15,$54.00 ,1
50404,1,4/19/15,$114.00 ,2
50405,1,11/18/15,$231.00 ,1
50406,1,9/18/15,$140.00 ,1
50407,9,2011/11/15,$211.00 ,7
50408,1,5/22/15,$117.00 ,0
50409,1,9/30/15,$118.00 ,2
50411,1,5/22/15,$72.00 ,2
50412,1,6/20/15,$54.00 ,5
50413,2,2005/12/15,$114.00 ,8
50414,2,10/26/15,$231.00 ,2
50415,1,2005/7/15,$140.00 ,4
50416,1,2003/7/15,$211.00 ,0
50417,3,2012/1/15,$117.00 ,8
50418,7,7/18/15,$118.00 ,7
50419,2,2004/6/15,$250.00 ,0
50421,11,6/30/15,$54.00 ,10
50422,1,2005/7/15,$114.00 ,8
50423,1,2001/5/15,$231.00 ,3
50424,1,5/15/15,$140.00 ,8
50425,1,2010/10/15,$211.00 ,7
50426,7,2012/2/15,$117.00 ,
50427,1,2002/6/15,$118.00 ,7
50428,1,9/25/15,$250.00 ,12
50429,,2004/9/15,$72.00 ,3
50430,12,4/21/15,$54.00 ,6
50431,2,2008/3/15,$114.00 ,2
50432,1,5/20/15,$231.00 ,7
50433,2,2004/9/15,$140.00 ,10
50434,2,2007/5/15,$211.00 ,2
50435,3,2001/10/15,$117.00 ,7
50436,1,3/16/15,$118.00 ,
50437,1,10/22/15,$250.00 ,0
50438,1,2/13/15,$72.00 ,4
50439,,2006/8/15,$54.00 ,13
50440,7,2006/1/15,$114.00 ,7
50441,1,4/17/15,$231.00 ,0
50442,2,12/23/15,$140.00 ,2
50443,2,2004/11/15,$211.00 ,2
50444,4,5/20/15,$117.00 ,3
50445,1,4/30/15,$118.00 ,2
50446,3,2/23/15,$250.00 ,6
50447,1,1/26/15,$72.00 ,
50448,2,6/13/15,$54.00 ,3
50449,1,2002/12/15,$114.00 ,7
50450,2,8/13/15,$231.00 ,2
50451,2,2006/1/15,$140.00 ,2
50452,1,2012/4/15,$211.00 ,0
50453,4,3/15/15,$117.00 ,7
50454,1,2002/12/15,$118.00 ,1
50455,1,2001/10/15,$250.00 ,0
50456,1,2007/2/15,$72.00 ,16
50457,7,3/31/15,$54.00 ,8
50458,1,4/16/15,$114.00 ,4
50459,3,2006/5/15,$231.00 ,1
50460,1,7/14/15,$140.00 ,2
50461,1,7/29/15,$211.00 ,3
50462,1,6/22/15,$117.00 ,4
50463,1,2012/1/15,$118.00 ,4
50464,1,2002/9/15,$250.00 ,9
50465,1,8/16/15,$72.00 ,2
50466,2,2005/8/15,$54.00 ,0
50467,1,6/23/15,$114.00 ,1
50468,1,5/25/15,$231.00 ,2
50469,1,2009/11/15,$140.00 ,3
50470,1,5/28/15,$211.00 ,4
50471,1,9/14/15,$117.00 ,1
50472,4,2008/5/15,$118.00 ,3
50473,4,5/25/15,$250.00 ,12
50474,1,2/14/15,$72.00 ,3
50475,1,6/18/15,$54.00 ,2
50476,1,2002/3/15,$114.00 ,2
50477,3,2003/2/15,$231.00 ,7
50478,1,1/26/15,$140.00 ,2
50479,14,3/28/15,$211.00 ,9
50480,1,11/30/15,$117.00 ,0
50481,1,12/19/15,$118.00 ,0
50482,1,2002/11/15,$250.00 ,4
50483,1,2001/3/15,$72.00 ,3
50484,1,2007/10/15,$54.00 ,0
50485,3,8/31/15,$114.00 ,
50486,1,6/23/15,$231.00 ,2
50487,3,4/17/15,$140.00 ,0
50488,1,6/15/15,$211.00 ,5
50489,1,4/14/15,$117.00 ,7
50490,13,2010/7/15,$118.00 ,8
50491,2,3/16/15,$250.00 ,2
50492,1,5/31/15,$72.00 ,2
50493,2,3/31/15,$54.00 ,1
50494,1,2005/1/15,$114.00 ,4
50495,6,3/30/15,$231.00 ,8
50496,1,2012/3/15,$140.00 ,0
50497,1,2009/8/15,$211.00 ,0
50498,1,9/28/15,$117.00 ,0
50499,7,7/29/15,$118.00 ,8
50500,1,8/13/15,$250.00 ,2
50501,1,8/16/15,$72.00 ,3
50502,7,2009/4/15,$54.00 ,7
50504,7,2003/12/15,$231.00 ,3
50505,1,8/18/15,$140.00 ,0
50506,1,12/23/15,$211.00 ,
50507,1,6/20/15,$117.00 ,6
50508,7,5/19/15,$118.00 ,5
50509,1,2006/12/15,$250.00 ,2
50510,1,6/25/15,$72.00 ,7
50511,1,1/16/15,$54.00 ,0
50512,4,1/24/15,$114.00 ,17
50513,2,2004/3/15,$231.00 ,3
50514,1,2004/9/15,$140.00 ,1
50515,1,2009/7/15,$211.00 ,8
50516,1,7/14/15,$117.00 ,1
50517,4,1/16/15,$118.00 ,11
50518,1,10/17/15,$250.00 ,3
50519,1,8/22/15,$72.00 ,3
50520,1,2011/9/15,$54.00 ,
50521,1,4/27/15,$114.00 ,2
50522,1,3/25/15,$231.00 ,3
50523,,10/18/15,$140.00 ,0
50524,1,10/14/15,$211.00 ,0
50526,1,4/27/15,$118.00 ,4
50527,2,11/30/15,$250.00 ,2
50528,1,10/20/15,$72.00 ,2
50529,2,3/13/15,$54.00 ,2
50530,1,3/29/15,$114.00 ,3
50531,1,9/23/15,$231.00 ,3
50532,5,10/20/15,$140.00 ,15
50533,7,2011/1/15,$211.00 ,8
50534,1,4/23/15,$117.00 ,2
50535,1,10/20/15,$118.00 ,3
50536,1,3/21/15,$250.00 ,2
50537,3,2002/4/15,$72.00 ,4
50538,5,8/26/15,$54.00 ,3
50539,1,6/27/15,$114.00 ,2
50540,1,11/27/15,$231.00 ,3
50541,1,6/25/15,$140.00 ,2
50542,1,5/13/15,$211.00 ,2
50543,2,3/29/15,$117.00 ,
50544,4,11/17/15,$118.00 ,8
50545,1,2012/7/15,$250.00 ,0
50546,,11/30/15,$72.00 ,8
50547,2,2/21/15,$54.00 ,2
50548,7,2008/9/15,$114.00 ,7
50549,1,2/14/15,$231.00 ,9
50550,14,2003/8/15,$140.00 ,7
50551,1,7/14/15,$211.00 ,4
50552,1,9/30/15,$117.00 ,3
50553,1,4/22/15,$118.00 ,1
50554,1,2010/9/15,$250.00 ,3
50555,7,2010/3/15,$72.00 ,1
50556,1,2003/6/15,$54.00 ,2
50558,1,2010/4/15,$231.00 ,0
50559,1,7/19/15,$140.00 ,0
50560,1,5/31/15,$211.00 ,2
50561,1,2009/8/15,$117.00 ,0
50562,4,10/19/15,$118.00 ,11
50563,1,2008/3/15,$250.00 ,2
50564,1,2001/7/15,$72.00 ,2
50565,1,2006/4/15,$54.00 ,0
50566,2,2006/9/15,$114.00 ,2
50567,2,2006/2/15,$231.00 ,2
50568,1,10/14/15,$140.00 ,0
50569,1,8/14/15,$211.00 ,0
50570,1,3/20/15,$117.00 ,3
50571,1,10/27/15,$118.00 ,2
50572,1,5/22/15,$250.00 ,4
50573,5,5/15/15,$72.00 ,2
50574,1,2008/6/15,$54.00 ,7
50575,1,3/13/15,$114.00 ,7
50576,1,11/23/15,$231.00 ,0
50578,1,11/27/15,$211.00 ,0
50579,1,4/26/15,$117.00 ,1
50580,,8/26/15,$118.00 ,11
50581,1,5/26/15,$250.00 ,2
50583,1,2002/9/15,$54.00 ,0
50584,1,6/16/15,$114.00 ,0
50585,1,2007/4/15,$231.00 ,7
50586,2,2004/12/15,$140.00 ,17
50587,3,12/21/15,$211.00 ,9
50588,1,11/26/15,$117.00 ,0
50589,1,7/18/15,$118.00 ,0
50590,8,12/28/15,$250.00 ,5
50591,1,2002/3/15,$72.00 ,0
50592,6,2009/6/15,$54.00 ,3
50593,3,2/23/15,$114.00 ,7
50594,1,1/21/15,$231.00 ,4
50595,11,10/30/15,$140.00 ,7
50596,1,2001/9/15,$211.00 ,8
50598,1,4/21/15,$118.00 ,2
50599,1,11/27/15,$250.00 ,0
50600,7,7/19/15,$72.00 ,8
50601,1,8/18/15,$54.00 ,0
50602,,2012/3/15,$114.00 ,2
50603,7,2003/5/15,$231.00 ,7
50604,1,3/24/15,$140.00 ,3
50605,1,2004/2/15,$211.00 ,8
50606,1,2001/9/15,$117.00 ,7
50607,,6/18/15,$118.00 ,0
50608,2,7/13/15,$250.00 ,7
50609,1,2001/6/15,$72.00 ,7
50610,1,4/20/15,$54.00 ,2
50611,6,6/26/15,$114.00 ,0
50612,1,11/21/15,$231.00 ,0
50613,1,9/14/15,$140.00 ,2
50614,1,2012/3/15,$211.00 ,2
50615,1,6/16/15,$117.00 ,3
50616,1,6/19/15,$118.00 ,2
50617,1,6/27/15,$250.00 ,11
50618,2,10/22/15,$72.00 ,2
50620,1,12/26/15,$114.00 ,8
50621,1,6/22/15,$231.00 ,7
50622,1,11/23/15,$140.00 ,1
50623,,11/20/15,$211.00 ,5
50624,1,4/27/15,$117.00 ,2
50625,1,12/25/15,$118.00 ,7
50627,3,2008/12/15,$72.00 ,2
50628,1,6/16/15,$54.00 ,2
50629,1,2001/2/15,$114.00 ,3
50630,1,6/28/15,$231.00 ,0
50631,1,2011/2/15,$140.00 ,8
50632,10,5/23/15,$211.00 ,1
50633,1,5/25/15,$117.00 ,
50634,1,2003/3/15,$118.00 ,0
50635,1,12/17/15,$250.00 ,2
50636,1,10/29/15,$72.00 ,3
50637,1,2005/9/15,$54.00 ,1
50638,2,1/17/15,$114.00 ,2
50639,4,10/27/15,$231.00 ,
50640,2,2004/4/15,$140.00 ,1
50641,11,3/25/15,$211.00 ,
50642,2,2011/11/15,$117.00 ,2
50643,1,3/18/15,$118.00 ,2
50644,1,3/16/15,$250.00 ,0
50645,1,2003/1/15,$72.00 ,0
50646,,10/30/15,$54.00 ,3
50647,1,2003/5/15,$114.00 ,0
50648,6,2006/7/15,$231.00 ,7
50649,5,4/19/15,$140.00 ,10
50650,1,2009/1/15,$211.00 ,0
50652,2,2011/6/15,$118.00 ,2
50653,6,6/19/15,$250.00 ,9
50654,,2004/5/15,$72.00 ,11
50655,1,6/24/15,$54.00 ,13
50656,15,2/15/15,$114.00 ,14
50657,2,3/20/15,$231.00 ,8
50658,2,6/25/15,$140.00 ,2
50659,1,1/20/15,$211.00 ,1
50660,7,3/25/15,$117.00 ,7
50661,1,9/24/15,$118.00 ,9
50662,1,1/25/15,$250.00 ,
50663,1,2001/10/15,$72.00 ,4
50664,6,4/26/15,$54.00 ,12
50665,1,7/28/15,$114.00 ,0
50666,1,2004/4/15,$231.00 ,2
50667,1,2001/3/15,$140.00 ,0
50668,1,2/27/15,$211.00 ,0
50669,2,2/14/15,$117.00 ,2
50670,7,5/18/15,$118.00 ,7
50671,1,12/18/15,$250.00 ,1
50672,7,2012/11/15,$72.00 ,5
50673,1,4/27/15,$54.00 ,3
50674,2,5/25/15,$114.00 ,2
50675,7,2005/9/15,$231.00 ,0
50676,1,6/17/15,$140.00 ,3
50677,7,6/13/15,$211.00 ,8
50678,6,7/28/15,$117.00 ,2
50679,,2/16/15,$118.00 ,0
50680,1,1/16/15,$250.00 ,2
50681,1,3/15/15,$72.00 ,0
50682,1,6/25/15,$54.00 ,7
50683,2,2003/12/15,$114.00 ,7
50684,1,2009/5/15,$231.00 ,9
50685,1,2006/12/15,$140.00 ,3
50686,1,11/13/15,$211.00 ,2
50687,1,9/25/15,$117.00 ,8
50688,1,2005/9/15,$118.00 ,9
50689,11,2011/10/15,$250.00 ,1
50690,1,2001/10/15,$72.00 ,2
50691,1,2003/8/15,$54.00 ,
50692,1,5/18/15,$114.00 ,7
50693,3,2005/9/15,$231.00 ,6
50694,1,2001/8/15,$140.00 ,2
50695,4,10/31/15,$211.00 ,7
50696,3,2012/3/15,$117.00 ,8
50697,2,2007/12/15,$118.00 ,2
50698,1,8/28/15,$250.00 ,4
50699,1,2007/5/15,$72.00 ,0
50700,5,2007/1/15,$54.00 ,6
50701,1,2008/9/15,$114.00 ,0
50702,2,6/17/15,$231.00 ,2
50703,13,6/24/15,$140.00 ,7
50704,1,6/19/15,$211.00 ,0
50705,1,9/20/15,$117.00 ,0
50706,1,2001/12/15,$118.00 ,2
50707,1,2004/8/15,$250.00 ,0
50708,2,2003/11/15,$72.00 ,1
50709,4,2002/10/15,$54.00 ,12
50710,4,2009/6/15,$114.00 ,0
50711,2,2002/2/15,$231.00 ,7
50712,1,2003/6/15,$140.00 ,7
50715,1,9/22/15,$118.00 ,7
50716,4,2/19/15,$250.00 ,9
